estimate,std_error,t_value,p_value,term,taxon
-0.4229,0.4543,-0.9309,0.3555,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
-0.0347,0.542,-0.0639,0.9492,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00247
-0.8449,0.6419,-1.3162,0.193,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomerales sp.
-0.5368,0.4713,-1.139,0.2591,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-0.6289,0.6278,-1.0018,0.3203,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.1501,0.4951,0.3032,0.7628,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-0.5607,0.4944,-1.1342,0.2611,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
1.0426,0.4884,2.1346,0.0367,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-5.7989,0.2546,-22.7741,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-5.8527,0.4221,-13.8664,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.0102,0.5655,-1.7863,0.0789,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.319,0.5308,0.6011,0.55,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-1.4328,0.8066,-1.7764,0.0806,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
0.5709,0.5365,1.0641,0.2914,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
-0.0052,0.5157,-0.0101,0.992,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-1.1071,0.6971,-1.5882,0.1173,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-0.3934,0.636,-0.6186,0.5384,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-1.8378,0.7867,-2.3361,0.0227,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-5.2869,0.2963,-17.8403,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.9322,0.329,-18.0285,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00193
0.1804,0.3936,0.4582,0.6484,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.7237,0.7616,-2.2633,0.0271,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
0.1326,0.4602,0.2881,0.7742,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.7789,0.3708,-2.1004,0.0398,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
0.695,0.8769,0.7925,0.4311,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-2.7579,1.0472,-2.6337,0.0107,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-0.75,0.4057,-1.8487,0.0693,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
0.4234,0.8866,0.4776,0.6346,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-6.0536,0.2653,-22.816,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
-5.4079,0.2853,-18.9532,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-1.2327,0.4267,-2.8889,0.0053,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-2.0403,0.7427,-2.7472,0.0079,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-1.7842,0.6262,-2.8493,0.0059,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-0.9665,0.5486,-1.7619,0.083,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2941,0.979,-0.3004,0.7648,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.4224,0.4401,-0.9598,0.3409,Native:Steptoe,Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00281
-1.7534,0.7754,-2.2614,0.0273,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
0.0086,0.9722,0.0088,0.993,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.9526,0.3056,-19.4794,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-5.6217,0.3243,-17.3368,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-1.0523,0.4689,-2.2439,0.0284,Transition,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00054
-1.2465,0.6309,-1.9758,0.0526,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-2.8102,1.0461,-2.6863,0.0093,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
-0.1822,0.5031,-0.3622,0.7185,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.3751,0.7134,0.5258,0.6009,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00193
-0.1001,0.4464,-0.2242,0.8233,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-0.6697,0.6017,-1.1131,0.27,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.5627,0.7059,0.7972,0.4284,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-5.787,0.2799,-20.6755,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-7.222,0.5984,-12.0692,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
0.1787,0.6914,0.2585,0.7969,Transition,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
0.2283,0.8004,0.2853,0.7764,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.5191,0.7447,0.6971,0.4883,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2364,0.5922,-0.3992,0.6911,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.0279,0.7973,-0.035,0.9722,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.207,0.7967,0.2598,0.7959,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.1437,0.5942,-0.2419,0.8097,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
2.1927,0.6325,3.4669,0.001,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.5844,0.3079,-18.1364,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.411,0.3633,-17.6473,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.7325,0.5151,-1.422,0.16,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.1848,0.5323,-0.3473,0.7296,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
0.3128,0.4816,0.6496,0.5183,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00196
0.2094,0.5026,0.4167,0.6784,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.152,0.4848,2.3762,0.0206,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00199
-0.3965,0.5349,-0.7413,0.4613,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.335,0.578,-0.5796,0.5643,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-0.4306,0.6226,-0.6916,0.4918,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomeromycetes sp.
-6.2217,0.2542,-24.4714,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00113
-6.8201,0.4878,-13.9808,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
0.0699,0.5765,0.1212,0.9039,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.2472,0.6578,0.3758,0.7083,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
0.5952,0.6489,0.9173,0.3626,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
0.2412,0.4893,0.493,0.6237,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.2031,0.6459,0.3144,0.7543,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.7644,0.5842,1.3085,0.1955,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.0617,0.4624,2.2961,0.0251,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
1.9369,0.5609,3.453,0.001,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-5.3645,0.2791,-19.2192,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.5935,0.4311,-15.2956,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
0.2391,0.5028,0.4756,0.636,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.0152,0.8055,-1.2603,0.2123,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
0.8172,0.5394,1.515,0.1348,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-0.9552,0.4954,-1.9281,0.0584,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.1438,0.9844,-0.1461,0.8843,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.1846,0.8076,-1.4668,0.1475,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.1572,0.449,-0.3501,0.7274,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
2.4863,0.7475,3.3262,0.0015,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.9115,0.2743,-21.5537,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-7.6551,0.6015,-12.7268,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
0.8088,0.6594,1.2265,0.2246,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
0.6135,0.7599,0.8074,0.4225,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
1.1382,0.7449,1.5279,0.1316,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
0.2161,0.4501,0.4801,0.6328,Transition:Smoot,Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00337
0.4888,0.6491,0.7531,0.4542,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
1.4745,0.682,2.1621,0.0345,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
1.2888,0.4052,3.1805,0.0023,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
2.1233,0.5677,3.7404,4e-4,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.7667,0.2497,-23.0952,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.5482,0.4513,-14.5097,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-0.2479,0.5543,-0.4473,0.6562,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00143
-0.0976,0.6379,-0.153,0.8789,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.4922,0.5775,0.8523,0.3973,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.1458,0.4372,2.6208,0.011,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
0.2901,0.6618,0.4383,0.6627,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-0.4489,0.6981,-0.6431,0.5225,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-1.5108,0.7929,-1.9054,0.0614,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
-1.6796,1.1066,-1.5179,0.1341,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00247
-5.6548,0.2849,-19.8505,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomerales sp.
-5.7703,0.3091,-18.6654,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-0.2494,0.3802,-0.656,0.5143,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-1.8077,0.7498,-2.411,0.0189,Invaded,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-1.847,0.7503,-2.4618,0.0166,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-1.6812,0.5452,-3.0835,0.0031,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
0.4255,0.8786,0.4843,0.6299,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-0.9625,0.5413,-1.7781,0.0803,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.9228,0.6189,-3.1066,0.0029,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.1319,1.2126,-0.9335,0.3542,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-6.0958,0.2943,-20.7119,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-6.0987,0.2875,-21.215,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00115
-0.5898,0.3899,-1.5129,0.1354,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-1.7303,0.7325,-2.3621,0.0213,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00219
-1.978,0.7444,-2.6571,0.01,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
-0.9552,0.5014,-1.9051,0.0614,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
1.0872,0.7745,1.4037,0.1654,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2038,0.4302,-0.4737,0.6374,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00193
-0.3422,0.432,-0.7921,0.4313,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.4746,0.7578,1.9459,0.0562,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-6.6359,0.2695,-24.6216,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-6.0971,0.3038,-20.0685,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-0.2341,0.3913,-0.5981,0.5519,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
-1.1268,0.6096,-1.8483,0.0693,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-1.1693,0.609,-1.92,0.0595,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00234
-1.2145,0.471,-2.5785,0.0123,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.5948,0.6559,0.9069,0.368,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00212
-2.0673,0.7561,-2.7342,0.0081,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
0.0984,0.3573,0.2755,0.7839,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-0.0557,0.7574,-0.0735,0.9417,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00155
-6.462,0.2639,-24.4888,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
-7.5266,0.5302,-14.1971,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.356,0.6045,0.589,0.558,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
1.8638,0.5931,3.1425,0.0026,Invaded,Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Paraglomeraceae_Paraglomus_Paraglomus VTX00281
2.3936,0.5752,4.1613,1e-4,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
0.5445,0.4607,1.1819,0.2418,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.2499,0.4644,-0.5382,0.5924,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
0.4071,0.6918,0.5885,0.5583,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-0.4186,0.5982,-0.6998,0.4867,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00054
-3.0878,1.0502,-2.9403,0.0046,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00197
-6.0054,0.2688,-22.3418,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00278
-6.5996,0.4999,-13.2028,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.389,0.6153,-0.6323,0.5295,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00193
0.3813,0.6547,0.5825,0.5624,Invaded,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00380
-0.1584,0.7252,-0.2184,0.8278,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.528,0.6332,-0.8338,0.4076,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae sp.
-2.1349,1.0982,-1.9441,0.0564,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
0.8286,0.6022,1.3759,0.1738,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus sp.
-0.7178,0.6964,-1.0307,0.3067,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Diversisporales_Diversisporaceae_Diversispora_Diversispora VTX00062
0.2017,0.6032,0.3344,0.7392,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-5.5791,0.3159,-17.6611,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-6.4676,0.3181,-20.3326,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.4617,0.3665,1.2597,0.2125,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-1.7177,0.7625,-2.2528,0.0278,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.0667,0.4634,-0.144,0.8859,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis mosseae
-1.7231,0.4382,-3.9323,2e-4,Transition:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.0797,0.9763,0.0816,0.9352,Invaded:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-2.6614,1.0421,-2.5538,0.0131,Native:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.5938,0.3424,-1.7342,0.0879,Transition:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00135
1.632,0.7828,2.0847,0.0412,Invaded:Steptoe,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus VTX00056
-6.7453,0.2725,-24.752,0,phi.(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00196
-6.7519,0.5072,-13.3131,0,(Intercept),Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
-0.5791,0.6476,-0.8944,0.3746,Transition,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00199
0.0847,0.7252,0.1168,0.9074,Invaded,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00160
0.7116,0.6231,1.1419,0.2579,Native:Smoot,Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomus_Glomus VTX00172
